GSE15533	Sakai chlorine / control...	0.828
c0584	c0584	3.810	-0.524
c0586	c0586	2.294	-0.957
c0590	c0590	7.995	0.304
c0594	c0594	10.969	-0.527
z0591	z0591	10.969	-0.527
b0474	b0474	10.969	-0.527
ecs0527	ecs0527	10.969	-0.527
c0598	c0598	4.055	0.243
c0600	c0600	-0.013	-0.075
b0480	b0480	-0.013	-0.075
c0603	c0603	10.355	-0.238
ecs0536	ecs0536	10.355	-0.238
b0483	b0483	10.355	-0.238
z0602	z0602	10.355	-0.238
c0604	c0604	2.030	-3.031
c0607	c0607	9.420	0.413
c0608	c0608	3.550	-1.132
c0609	c0609	9.035	0.092
z0641	z0641	9.035	0.092
ecs0551	ecs0551	9.035	0.092
b0488	b0488	9.035	0.092
c0617	c0617	4.783	0.130
c0618	c0618	2.648	-1.803
c0619	c0619	9.661	0.014
b0504	b0504	9.661	0.014
z0658	z0658	9.661	0.014
ecs0565	ecs0565	9.661	0.014
c0622	c0622	2.987	-0.498
c0624	c0624	2.404	-1.340
c0626	c0626	9.307	0.178
b0512	b0512	9.307	0.178
c0629	c0629	2.935	-0.875
b0515	b0515	2.935	-0.875
c0630	c0630	6.768	0.091
c0632	c0632	0.561	-1.143
c0638	c0638	2.933	-0.778
c0642	c0642	3.791	-0.946
c0646	c0646	0.731	-2.677
c0649	c0649	0.083	-0.397
c0650	c0650	8.199	0.605
c0651	c0651	5.540	-1.939
c0655	c0655	8.994	-0.085
b0569	b0569	8.994	-0.085
z0699	z0699	8.994	-0.085
ecs0601	ecs0601	8.994	-0.085
c0659	c0659	-1.426	-0.753
c0662	c0662	1.630	-0.621
c0667	c0667	3.684	-0.880
c0668	c0668	0.767	-2.768
c0669	c0669	3.857	-0.480
c0670	c0670	8.515	0.513
c0671	c0671	4.081	0.149
c0673	c0673	2.909	-0.584
c0674	c0674	3.208	-0.557
c0675	c0675	2.519	0.091
b0588	b0588	2.519	0.091
c0676	c0676	3.808	-1.029
c0677	c0677	4.780	-0.885
c0678	c0678	3.454	0.085
c0681	c0681	5.373	-0.783
c0687	c0687	5.817	-0.730
b0599	b0599	5.817	-0.730
c0688	c0688	1.921	1.280
c0690	c0690	0.070	-1.056
c0691	c0691	1.467	1.076
c0693	c0693	9.223	0.064
c0696	c0696	-1.550	-0.992
c0697	c0697	8.978	0.272
c0699	c0699	9.967	0.209
z0755	z0755	9.967	0.209
ecs0650	ecs0650	9.967	0.209
b0611	b0611	9.967	0.209
c0700	c0700	2.840	0.897
c0703	c0703	8.057	0.107
c0705	c0705	8.761	0.366
c0706	c0706	9.730	0.059
b0616	b0616	9.730	0.059
z0760	z0760	9.730	0.059
ecs0655	ecs0655	9.730	0.059
c0710	c0710	5.166	-0.628
c0715	c0715	9.346	-0.064
b0624	b0624	9.346	-0.064
ecs0663	ecs0663	9.346	-0.064
z0770	z0770	9.346	-0.064
c0719	c0719	-2.581	1.361
c0721	c0721	10.061	0.534
ecs0669	ecs0669	10.061	0.534
b0631	b0631	10.061	0.534
z0776	z0776	10.061	0.534
c0723	c0723	7.508	-0.038
c0725	c0725	2.141	-3.397
c0732	c0732	-0.979	-0.761
b0641	b0641	-0.979	-0.761
c0738	c0738	8.719	0.135
ecs0693	ecs0693	8.719	0.135
z0804	z0804	8.719	0.135
b0654	b0654	8.719	0.135
c0740	c0740	1.468	-2.516
c0741	c0741	1.817	-1.155
c0742	c0742	2.724	-1.355
c0743	c0743	10.280	-0.165
z0807	z0807	10.280	-0.165
b0658	b0658	10.280	-0.165
ecs0696	ecs0696	10.280	-0.165
c0746	c0746	9.398	0.096
c0747	c0747	2.389	1.012
c0748	c0748	2.973	-3.237
c0749	c0749	4.262	0.242
c0751	c0751	2.338	-0.436
c0754	c0754	9.252	0.102
c0755	c0755	-0.005	0.784
c0756	c0756	3.735	-0.351
c0757	c0757	2.209	-1.567
c0758	c0758	2.165	0.554
c0759	c0759	3.605	-0.059
c0760	c0760	3.085	-1.799
c0761	c0761	1.353	-0.246
c0762	c0762	0.693	-1.173
c0763	c0763	4.527	-0.180
c0764	c0764	2.782	-0.868
c0765	c0765	1.758	-3.142
c0769	c0769	9.241	0.224
z0830	z0830	9.241	0.224
ecs0713	ecs0713	9.241	0.224
b0682	b0682	9.241	0.224
c0771	c0771	10.432	-0.316
c0773	c0773	1.251	0.088
c0775	c0775	6.475	-0.407
c0777	c0777	2.833	-0.063
c0778	c0778	6.706	0.305
c0779	c0779	9.856	0.049
ecs0722	ecs0722	9.856	0.049
z0841	z0841	9.856	0.049
b0694	b0694	9.856	0.049
c0780	c0780	4.958	-0.629
c0781	c0781	9.394	0.159
ecs0724	ecs0724	9.394	0.159
b0696	b0696	9.394	0.159
z0843	z0843	9.394	0.159
c0782	c0782	6.086	-0.635
c0783	c0783	0.393	-2.443
c0786	c0786	-1.422	1.966
c0787	c0787	1.827	1.591
c0788	c0788	8.549	0.158
z0860	z0860	8.549	0.158
ecs0734	ecs0734	8.549	0.158
b0709	b0709	8.549	0.158
c0794	c0794	1.486	-0.250
c0795	c0795	0.614	1.471
c0796	c0796	2.147	-0.385
b0720	b0720	2.147	-0.385
c0797	c0797	7.743	0.290
c0799	c0799	9.565	0.089
c0801	c0801	2.933	-0.646
c0807	c0807	3.184	-0.978
c0808	c0808	-2.312	0.616
c0809	c0809	-1.197	0.398
c0810	c0810	-0.712	-0.781
c0811	c0811	11.430	0.658
b0733	b0733	11.430	0.658
ecs0768	ecs0768	11.430	0.658
z0900	z0900	11.430	0.658
c0812	c0812	11.412	0.961
b0734	b0734	11.412	0.961
z0901	z0901	11.412	0.961
ecs0769	ecs0769	11.412	0.961
c0813	c0813	8.917	0.011
c0814	c0814	10.092	0.571
ecs0770	ecs0770	10.092	0.571
b0735	b0735	10.092	0.571
z0903	z0903	10.092	0.571
c0820	c0820	9.001	-0.115
c0823	c0823	10.419	-0.558
c0827	c0827	8.339	0.218
c0828	c0828	7.824	0.278
c0830	c0830	4.855	1.052
c0832	c0832	10.162	0.427
b0756	b0756	10.162	0.427
ecs0784	ecs0784	10.162	0.427
z0926	z0926	10.162	0.427
c0834	c0834	9.591	-0.215
b0758	b0758	9.591	-0.215
ecs0786	ecs0786	9.591	-0.215
z0928	z0928	9.591	-0.215
c0836	c0836	2.339	0.315
c0838	c0838	8.655	0.365
b0762	b0762	8.655	0.365
z0932	z0932	8.655	0.365
ecs0790	ecs0790	8.655	0.365
c0839	c0839	6.839	0.230
c0847	c0847	1.532	-0.092
c0848	c0848	9.403	0.143
c0850	c0850	8.932	0.441
ecs0851	ecs0851	8.932	0.441
b0773	b0773	8.932	0.441
z0992	z0992	8.932	0.441
c0851	c0851	3.458	-2.138
c0852	c0852	2.734	-0.289
c0854	c0854	8.962	-0.004
c0858	c0858	-0.197	-0.676
c0859	c0859	8.778	0.476
b4591	b4591	8.778	0.476
c0860	c0860	1.544	0.165
c0864	c0864	8.158	0.270
c0866	c0866	9.390	-0.455
b0784	b0784	9.390	-0.455
z1003	z1003	9.390	-0.455
ecs0862	ecs0862	9.390	-0.455
c0868	c0868	9.768	0.198
b0786	b0786	9.768	0.198
ecs0864	ecs0864	9.768	0.198
z1005	z1005	9.768	0.198
c0869	c0869	10.489	0.173
c0870	c0870	0.413	2.331
c0871	c0871	9.262	0.138
z1007	z1007	9.262	0.138
ecs0866	ecs0866	9.262	0.138
b0788	b0788	9.262	0.138
c0874	c0874	9.012	0.225
z1010	z1010	9.012	0.225
ecs0869	ecs0869	9.012	0.225
b0791	b0791	9.012	0.225
c0876	c0876	8.100	0.187
b0793	b0793	8.100	0.187
z1013	z1013	8.100	0.187
ecs0871	ecs0871	8.100	0.187
c0878	c0878	4.130	-0.613
c0880	c0880	9.392	-0.359
b0797	b0797	9.392	-0.359
z1017	z1017	9.392	-0.359
ecs0875	ecs0875	9.392	-0.359
c0881	c0881	1.492	-1.344
c0882	c0882	2.808	-0.682
c0883	c0883	2.973	-0.964
c0884	c0884	0.986	-1.937
b0800	b0800	0.986	-1.937
c0885	c0885	-1.241	-0.542
b0801	b0801	-1.241	-0.542
c0890	c0890	1.749	2.210
c0893	c0893	8.413	0.095
ecs0886	ecs0886	8.413	0.095
z1030	z1030	8.413	0.095
c0895	c0895	9.423	-1.203
ecs0888	ecs0888	9.423	-1.203
z1032	z1032	9.423	-1.203
b0810	b0810	9.423	-1.203
c0896	c0896	10.684	-1.312
z1033	z1033	10.684	-1.312
b0811	b0811	10.684	-1.312
ecs0889	ecs0889	10.684	-1.312
c0897	c0897	9.437	0.680
c0898	c0898	10.990	0.771
z1034	z1034	10.990	0.771
b0812	b0812	10.990	0.771
ecs0890	ecs0890	10.990	0.771
c0899	c0899	8.991	0.076
ecs0891	ecs0891	8.991	0.076
b0813	b0813	8.991	0.076
z1035	z1035	8.991	0.076
c0900	c0900	11.932	-0.316
b0814	b0814	11.932	-0.316
ecs0892	ecs0892	11.932	-0.316
z1036	z1036	11.932	-0.316
c0902	c0902	10.125	0.582
c0903	c0903	9.625	-0.090
b0817	b0817	9.625	-0.090
z1039	z1039	9.625	-0.090
ecs0894	ecs0894	9.625	-0.090
c0905	c0905	10.386	-0.442
z1041	z1041	10.386	-0.442
ecs0896	ecs0896	10.386	-0.442
b0819	b0819	10.386	-0.442
c0907	c0907	8.871	0.218
b0822	b0822	8.871	0.218
z1044	z1044	8.871	0.218
ecs0899	ecs0899	8.871	0.218
c0908	c0908	4.325	-0.790
b0823	b0823	4.325	-0.790
c0909	c0909	3.967	-1.042
z1047	z1047	3.967	-1.042
ecs0902	ecs0902	3.967	-1.042
c0911	c0911	4.998	0.404
c0912	c0912	4.628	-0.779
c0923	c0923	9.468	0.876
z1064	z1064	9.468	0.876
ecs0918	ecs0918	9.468	0.876
b0838	b0838	9.468	0.876
c0925	c0925	9.906	0.227
ecs0920	ecs0920	9.906	0.227
b0840	b0840	9.906	0.227
z1067	z1067	9.906	0.227
c0926	c0926	10.000	0.268
ecs0921	ecs0921	10.000	0.268
b0841	b0841	10.000	0.268
z1068	z1068	10.000	0.268
c0929	c0929	9.401	0.205
b0844	b0844	9.401	0.205
z1071	z1071	9.401	0.205
ecs0924	ecs0924	9.401	0.205
c0930	c0930	9.420	0.213
b0845	b0845	9.420	0.213
z1072	z1072	9.420	0.213
ecs0925	ecs0925	9.420	0.213
c0932	c0932	2.619	0.239
c0933	c0933	0.661	-1.870
c0934	c0934	2.652	-1.367
c0935	c0935	-0.129	-3.063
c0936	c0936	2.516	-0.554
c0937	c0937	3.202	1.494
c0938	c0938	-0.244	-2.917
c0939	c0939	3.627	-0.233
c0940	c0940	1.169	0.545
c0941	c0941	0.831	-0.399
c0942	c0942	3.391	-1.404
c0943	c0943	3.467	-0.437
c0944	c0944	-0.177	0.793
c0945	c0945	0.264	-0.518
c0946	c0946	3.645	-1.133
c0947	c0947	1.006	-0.676
c0948	c0948	4.304	-0.692
c0949	c0949	1.982	-1.363
c0950	c0950	2.330	-0.793
c0951	c0951	0.709	-0.537
c0952	c0952	3.483	-1.016
c0953	c0953	1.258	-0.841
c0954	c0954	3.194	-0.309
c0955	c0955	6.829	-1.219
c0956	c0956	4.311	-0.957
c0957	c0957	0.325	-0.735
c0958	c0958	3.608	-0.205
c0959	c0959	0.545	-0.564
c0960	c0960	3.349	-2.589
c0961	c0961	3.333	-1.494
c0962	c0962	0.986	-0.983
c0963	c0963	2.934	-2.803
c0964	c0964	4.974	-0.667
c0965	c0965	3.315	-1.545
c0966	c0966	0.103	-0.694
c0967	c0967	1.767	-2.547
c0968	c0968	1.600	-0.213
c0969	c0969	-0.326	-3.245
c0970	c0970	-0.885	0.037
c0971	c0971	1.569	0.164
c0972	c0972	4.146	-0.631
c0973	c0973	1.095	-1.259
c0974	c0974	0.241	0.123
c0975	c0975	3.281	-0.308
c0976	c0976	2.961	-1.488
c0977	c0977	3.183	0.040
c0978	c0978	4.195	-1.392
c0979	c0979	1.973	-0.731
c0982	c0982	10.387	0.289
b0849	b0849	10.387	0.289
ecs0929	ecs0929	10.387	0.289
z1076	z1076	10.387	0.289
c0983	c0983	10.554	1.842
ecs0930	ecs0930	10.554	1.842
z1077	z1077	10.554	1.842
b0850	b0850	10.554	1.842
c0987	c0987	6.048	-0.171
c0988	c0988	1.141	-3.071
c0989	c0989	9.045	0.328
b0856	b0856	9.045	0.328
ecs0936	ecs0936	9.045	0.328
z1083	z1083	9.045	0.328
c0990	c0990	8.648	0.221
ecs0937	ecs0937	8.648	0.221
z1084	z1084	8.648	0.221
b0857	b0857	8.648	0.221
c0992	c0992	2.821	-1.422
c0993	c0993	1.951	-0.911
b0860	b0860	1.951	-0.911
c0996	c0996	2.875	0.263
b0863	b0863	2.875	0.263
c0999	c0999	9.632	0.163
b0866	b0866	9.632	0.163
z1099	z1099	9.632	0.163
ecs0952	ecs0952	9.632	0.163
c1002	c1002	4.044	0.038
c1004	c1004	5.152	-0.317
c1005	c1005	9.457	0.210
z1106	z1106	9.457	0.210
b0872	b0872	9.457	0.210
ecs0958	ecs0958	9.457	0.210
c1007	c1007	9.284	-0.007
b0874	b0874	9.284	-0.007
z1108	z1108	9.284	-0.007
ecs0960	ecs0960	9.284	-0.007
c1008	c1008	10.063	0.243
c1009	c1009	9.126	-0.486
ecs0961	ecs0961	9.126	-0.486
z1109	z1109	9.126	-0.486
b0875	b0875	9.126	-0.486
c1010	c1010	7.495	0.119
c1011	c1011	-0.909	-0.344
c1013	c1013	10.001	0.174
c1016	c1016	9.406	0.337
c1017	c1017	8.532	0.475
z1117	z1117	8.532	0.475
ecs0966	ecs0966	8.532	0.475
b0880	b0880	8.532	0.475
c1018	c1018	10.674	0.654
b0881	b0881	10.674	0.654
z1118	z1118	10.674	0.654
ecs0967	ecs0967	10.674	0.654
c1020	c1020	7.853	-0.019
c1022	c1022	9.388	0.403
ecs0970	ecs0970	9.388	0.403
b0885	b0885	9.388	0.403
z1229	z1229	9.388	0.403
c1025	c1025	10.091	-0.151
b0888	b0888	10.091	-0.151
ecs0973	ecs0973	10.091	-0.151
z1232	z1232	10.091	-0.151
c1027	c1027	5.401	0.076
c1028	c1028	10.297	0.022
b0891	b0891	10.297	0.022
z1237	z1237	10.297	0.022
ecs0976	ecs0976	10.297	0.022
c1029	c1029	9.270	0.026
b0892	b0892	9.270	0.026
ecs0977	ecs0977	9.270	0.026
z1238	z1238	9.270	0.026
c1032	c1032	3.425	-1.785
c1033	c1033	9.234	-0.198
ecs0981	ecs0981	9.234	-0.198
b0896	b0896	9.234	-0.198
z1242	z1242	9.234	-0.198
c1035	c1035	6.550	0.204
c1036	c1036	8.224	-0.063
c1038	c1038	10.944	0.017
ecs0985	ecs0985	10.944	0.017
b0902	b0902	10.944	0.017
z1246	z1246	10.944	0.017
c1039	c1039	12.108	-0.573
z1248	z1248	12.108	-0.573
ecs0986	ecs0986	12.108	-0.573
b0903	b0903	12.108	-0.573
c1040	c1040	9.261	-0.214
c1042	c1042	11.256	-1.011
z1250	z1250	11.256	-1.011
b0904	b0904	11.256	-1.011
ecs0987	ecs0987	11.256	-1.011
c1043	c1043	3.207	-0.611
c1045	c1045	3.661	-0.943
c1046	c1046	3.780	-0.719
c1047	c1047	1.869	-0.633
c1048	c1048	10.431	-0.932
ecs0993	ecs0993	10.431	-0.932
b0910	b0910	10.431	-0.932
z1256	z1256	10.431	-0.932
c1051	c1051	8.161	0.028
c1052	c1052	2.580	-0.475
c1053	c1053	7.403	-0.295
c1062	c1062	9.402	0.374
c1063	c1063	9.650	-0.758
b0921	b0921	9.650	-0.758
z1268	z1268	9.650	-0.758
ecs1004	ecs1004	9.650	-0.758
c1066	c1066	4.429	-1.132
c1068	c1068	10.329	-0.108
ecs1009	ecs1009	10.329	-0.108
b0926	b0926	10.329	-0.108
z1273	z1273	10.329	-0.108
c1071	c1071	10.814	-1.843
z1276	z1276	10.814	-1.843
ecs1012	ecs1012	10.814	-1.843
b0929	b0929	10.814	-1.843
c1073	c1073	10.647	0.026
ecs1014	ecs1014	10.647	0.026
b0931	b0931	10.647	0.026
z1279	z1279	10.647	0.026
c1074	c1074	8.226	0.118
c1075	c1075	5.149	-0.245
c1076	c1076	4.220	-0.386
c1079	c1079	1.257	0.188
c1080	c1080	0.157	2.683
c1081	c1081	5.032	-0.943
c1084	c1084	5.633	-0.837
c1088	c1088	9.489	-0.114
z1302	z1302	9.489	-0.114
b0952	b0952	9.489	-0.114
ecs1036	ecs1036	9.489	-0.114
c1089	c1089	8.641	0.027
c1093	c1093	7.057	-1.338
c1094	c1094	8.587	0.250
c1096	c1096	9.580	0.124
b0959	b0959	9.580	0.124
z1309	z1309	9.580	0.124
ecs1043	ecs1043	9.580	0.124
c1098	c1098	9.398	-0.047
z1312	z1312	9.398	-0.047
b0961	b0961	9.398	-0.047
ecs1045	ecs1045	9.398	-0.047
c1103	c1103	8.912	0.021
c1105	c1105	10.770	-0.485
b0967	b0967	10.770	-0.485
z1319	z1319	10.770	-0.485
ecs1051	ecs1051	10.770	-0.485
c1106	c1106	9.193	0.485
c1108	c1108	9.070	0.308
c1109	c1109	9.323	0.207
c1111	c1111	9.340	-0.747
c1112	c1112	8.622	0.234
c1116	c1116	9.169	0.147
ecs1131	ecs1131	9.169	0.147
z1392	z1392	9.169	0.147
b0975	b0975	9.169	0.147
c1118	c1118	8.176	0.064
ecs1133	ecs1133	8.176	0.064
z1394	z1394	8.176	0.064
b0977	b0977	8.176	0.064
c1125	c1125	9.412	0.088
b4517	b4517	9.412	0.088
c1126	c1126	8.830	0.261
c1127	c1127	9.096	0.207
z1409	z1409	9.096	0.207
ecs1147	ecs1147	9.096	0.207
b0992	b0992	9.096	0.207
c1128	c1128	0.887	0.150
c1129	c1129	8.065	-0.007
c1133	c1133	2.064	1.267
c1136	c1136	9.345	0.104
ecs1155	ecs1155	9.345	0.104
z1418	z1418	9.345	0.104
b1000	b1000	9.345	0.104
c1137	c1137	2.680	0.755
c1138	c1138	8.891	0.148
c1140	c1140	10.128	0.292
b1004	b1004	10.128	0.292
z1423	z1423	10.128	0.292
c1141	c1141	6.522	0.027
c1142	c1142	9.816	0.176
c1144	c1144	8.690	0.235
ecs1253	ecs1253	8.690	0.235
z1506	z1506	8.690	0.235
b1007	b1007	8.690	0.235
c1151	c1151	6.851	-0.884
c1152	c1152	9.794	0.295
c1153	c1153	9.327	0.268
c1156	c1156	1.406	1.015
c1157	c1157	3.905	0.348
c1158	c1158	8.088	0.234
c1162	c1162	9.551	0.003
z1525	z1525	9.551	0.003
ecs1269	ecs1269	9.551	0.003
b1023	b1023	9.551	0.003
c1164	c1164	0.273	1.417
c1167	c1167	9.644	0.144
c1172	c1172	2.592	-3.091
c1173	c1173	3.485	0.102
c1174	c1174	2.796	-1.260
c1175	c1175	3.328	-1.090
c1176	c1176	1.055	-0.557
c1183	c1183	2.019	0.737
c1184	c1184	0.880	1.246
c1185	c1185	0.471	-0.496
c1186	c1186	3.490	0.280
c1191	c1191	3.292	-0.846
c1192	c1192	9.984	-0.375
z4860	z4860	9.984	-0.375
ecs4335	ecs4335	9.984	-0.375
c1194	c1194	5.774	-0.344
c1195	c1195	9.999	-0.489
c1196	c1196	-0.016	-1.015
c1197	c1197	1.717	-0.693
c1198	c1198	-0.314	-1.174
c1199	c1199	9.792	-0.584
ecs4329	ecs4329	9.792	-0.584
z4854	z4854	9.792	-0.584
c1201	c1201	4.283	-0.177
c1202	c1202	3.848	-0.951
c1203	c1203	3.344	-0.716
c1204	c1204	1.172	-1.432
c1205	c1205	-0.620	-1.448
c1206	c1206	1.217	1.180
c1207	c1207	3.115	-1.587
c1208	c1208	1.947	1.834
c1210	c1210	0.443	-0.853
c1213	c1213	4.526	-0.443
c1214	c1214	1.272	-0.459
c1215	c1215	2.873	0.083
c1216	c1216	1.616	1.875
c1217	c1217	-0.614	0.454
c1218	c1218	1.468	-1.130
c1219	c1219	0.172	-0.464
c1220	c1220	1.734	-0.373
c1221	c1221	-1.617	-0.342
c1222	c1222	-1.051	3.293
c1224	c1224	5.304	-0.859
c1225	c1225	3.619	-1.382
c1227	c1227	3.635	-1.167
c1229	c1229	2.400	-0.889
c1230	c1230	-1.109	-0.807
c1231	c1231	-0.713	-0.808
c1232	c1232	1.936	0.176
c1233	c1233	-0.541	-0.305
c1235	c1235	1.385	1.477
c1236	c1236	1.336	-0.750
c1237	c1237	-0.935	0.538
c1238	c1238	-0.914	-1.191
c1239	c1239	2.704	-1.954
c1240	c1240	2.873	-1.087
c1241	c1241	1.284	-2.457
c1242	c1242	2.402	-0.470
c1243	c1243	-0.196	-1.572
c1244	c1244	0.020	-0.411
c1245	c1245	-1.774	-1.149
c1246	c1246	1.166	-0.023
c1247	c1247	-0.813	-2.530
c1248	c1248	1.222	-1.807
c1249	c1249	0.217	-2.996
c1250	c1250	2.088	0.507
c1251	c1251	3.546	-0.682
c1252	c1252	3.083	-0.346
c1253	c1253	0.528	-2.245
c1254	c1254	3.836	-0.859
c1255	c1255	2.649	-0.125
c1257	c1257	0.037	-3.221
c1258	c1258	-1.892	-0.371
c1259	c1259	0.399	-0.523
c1260	c1260	3.297	-1.077
c1261	c1261	5.393	-0.588
c1264	c1264	5.988	-0.086
c1265	c1265	3.038	-0.700
c1266	c1266	1.087	-1.121
c1267	c1267	0.823	-2.027
c1268	c1268	3.347	-1.024
c1269	c1269	1.092	-0.185
c1270	c1270	1.587	-1.724
c1271	c1271	-1.381	-0.483
c1274	c1274	2.679	-0.285
c1275	c1275	0.972	-2.328
c1276	c1276	1.202	-1.530
c1277	c1277	2.980	-1.326
c1279	c1279	0.672	-1.124
c1284	c1284	8.403	0.075
c1285	c1285	2.552	-1.845
c1287	c1287	5.253	0.034
c1288	c1288	0.544	-0.869
c1289	c1289	1.545	-1.941
c1290	c1290	0.438	-0.294
c1292	c1292	1.060	-0.614
c1293	c1293	0.529	-2.900
c1294	c1294	7.506	0.143
c1297	c1297	10.553	-0.215
ecs1412	ecs1412	10.553	-0.215
b1035	b1035	10.553	-0.215
z1668	z1668	10.553	-0.215
c1299	c1299	8.938	0.378
b1037	b1037	8.938	0.378
z1670	z1670	8.938	0.378
ecs1414	ecs1414	8.938	0.378
c1303	c1303	8.572	-0.007
c1304	c1304	5.841	0.341
c1305	c1305	9.216	0.173
ecs1419	ecs1419	9.216	0.173
b1041	b1041	9.216	0.173
z1675	z1675	9.216	0.173
c1306	c1306	2.166	-0.870
c1309	c1309	8.614	0.293
ecs1423	ecs1423	8.614	0.293
b1045	b1045	8.614	0.293
z1679	z1679	8.614	0.293
c1312	c1312	7.953	-0.421
c1314	c1314	9.828	-0.463
b1049	b1049	9.828	-0.463
z1684	z1684	9.828	-0.463
ecs1427	ecs1427	9.828	-0.463
c1315	c1315	9.046	-0.151
c1318	c1318	9.766	0.970
z1686	z1686	9.766	0.970
ecs1429	ecs1429	9.766	0.970
b1051	b1051	9.766	0.970
c1319	c1319	8.863	0.238
b1053	b1053	8.863	0.238
c1320	c1320	10.490	0.342
z1690	z1690	10.490	0.342
ecs1432	ecs1432	10.490	0.342
b1054	b1054	10.490	0.342
c1321	c1321	9.555	0.202
b1055	b1055	9.555	0.202
z1691	z1691	9.555	0.202
ecs1433	ecs1433	9.555	0.202
c1324	c1324	8.865	0.059
c1325	c1325	1.788	-0.011
c1337	c1337	8.243	0.317
c1339	c1339	9.230	-0.045
z1708	z1708	9.230	-0.045
b1070	b1070	9.230	-0.045
ecs1448	ecs1448	9.230	-0.045
c1342	c1342	9.598	-1.188
b1073	b1073	9.598	-1.188
z1711	z1711	9.598	-1.188
ecs1451	ecs1451	9.598	-1.188
c1344	c1344	9.275	-1.126
b1075	b1075	9.275	-1.126
z1713	z1713	9.275	-1.126
ecs1453	ecs1453	9.275	-1.126
c1345	c1345	9.657	-1.138
ecs1454	ecs1454	9.657	-1.138
z1714	z1714	9.657	-1.138
c1346	c1346	0.281	-2.960
c1348	c1348	8.865	-0.142
b1079	b1079	8.865	-0.142
ecs1457	ecs1457	8.865	-0.142
z1717	z1717	8.865	-0.142
c1350	c1350	9.245	-0.177
ecs1459	ecs1459	9.245	-0.177
z1719	z1719	9.245	-0.177
b1081	b1081	9.245	-0.177
c1354	c1354	9.040	0.176
b1085	b1085	9.040	0.176
ecs1463	ecs1463	9.040	0.176
z1724	z1724	9.040	0.176
c1356	c1356	9.919	0.597
z1726	z1726	9.919	0.597
b1087	b1087	9.919	0.597
ecs1465	ecs1465	9.919	0.597
c1357	c1357	3.542	-1.408
c1363	c1363	8.376	0.518
c1367	c1367	9.841	-0.018
c1370	c1370	9.952	-0.210
z1737	z1737	9.952	-0.210
ecs1476	ecs1476	9.952	-0.210
b1098	b1098	9.952	-0.210
c1374	c1374	8.733	0.247
b1102	b1102	8.733	0.247
ecs1480	ecs1480	8.733	0.247
z1741	z1741	8.733	0.247
c1375	c1375	7.791	0.172
c1380	c1380	-2.429	-0.244
b1107	b1107	-2.429	-0.244
c1382	c1382	3.751	0.912
c1383	c1383	9.221	1.470
z1749	z1749	9.221	1.470
ecs1488	ecs1488	9.221	1.470
b1110	b1110	9.221	1.470
c1389	c1389	2.367	1.003
c1390	c1390	0.623	1.460
c1391	c1391	1.895	0.227
c1392	c1392	9.364	-0.165
b1117	b1117	9.364	-0.165
z1758	z1758	9.364	-0.165
ecs1495	ecs1495	9.364	-0.165
c1393	c1393	5.823	-0.926
c1396	c1396	0.208	0.607
c1397	c1397	2.514	-0.094
b1122	b1122	2.514	-0.094
c1399	c1399	10.199	-0.676
z1763	z1763	10.199	-0.676
b1124	b1124	10.199	-0.676
ecs1500	ecs1500	10.199	-0.676
c1400	c1400	9.680	0.159
ecs1501	ecs1501	9.680	0.159
z1764	z1764	9.680	0.159
c1402	c1402	3.740	0.383
c1403	c1403	-0.965	-1.021
c1404	c1404	0.561	-1.357
c1406	c1406	9.884	0.116
c1408	c1408	8.523	0.152
c1410	c1410	-0.143	0.001
c1411	c1411	1.430	-1.839
c1412	c1412	2.796	0.531
c1413	c1413	2.400	0.658
c1414	c1414	0.380	-0.598
c1415	c1415	-1.580	-0.798
c1416	c1416	-1.554	-1.090
c1417	c1417	-0.735	-0.868
c1418	c1418	0.612	-3.139
c1419	c1419	2.425	-1.410
c1420	c1420	0.671	-1.650
c1421	c1421	4.723	0.157
c1422	c1422	4.815	-0.630
c1423	c1423	6.229	0.002
c1424	c1424	2.439	0.967
c1425	c1425	8.940	-0.000
c1426	c1426	4.257	-0.275
c1428	c1428	4.751	-1.146
c1429	c1429	0.348	-1.760
c1430	c1430	-5.505	-1.219
c1431	c1431	10.795	-0.103
c1432	c1432	4.198	-0.603
c1434	c1434	2.432	-1.085
c1435	c1435	0.432	0.701
c1436	c1436	1.684	-2.259
c1437	c1437	3.581	-0.574
c1439	c1439	2.118	-2.916
c1441	c1441	-1.537	0.607
c1442	c1442	-1.007	-0.184
c1443	c1443	8.527	-0.027
c1445	c1445	2.977	0.290
c1447	c1447	1.059	0.285
c1449	c1449	8.296	0.197
c1450	c1450	9.740	0.249
c1451	c1451	2.735	-1.014
c1452	c1452	2.477	-1.435
c1453	c1453	5.133	-0.609
c1454	c1454	7.020	-0.353
ecs2171	ecs2171	7.020	-0.353
c1456	c1456	1.463	2.900
c1457	c1457	9.831	0.117
c1458	c1458	5.231	-0.504
c1460	c1460	9.834	0.010
c1462	c1462	7.374	0.525
c1463	c1463	6.767	-0.010
c1464	c1464	8.330	0.100
c1465	c1465	5.137	-0.899
c1466	c1466	-1.157	-0.064
c1467	c1467	3.360	-0.903
c1468	c1468	0.161	-0.661
c1469	c1469	3.913	-0.680
c1470	c1470	-0.702	-1.162
c1472	c1472	0.487	-1.546
c1478	c1478	8.960	-0.100
c1481	c1481	9.776	0.079
c1482	c1482	8.657	0.083
c1485	c1485	1.481	-1.497
